date,price
2023-11-02 00:00:00,35440.51
2023-11-03 00:00:00,34934.65
2023-11-04 00:00:00,34736.55
2023-11-05 00:00:00,35088.05
2023-11-06 00:00:00,35048.35
2023-11-07 00:00:00,35035.12
2023-11-08 00:00:00,35436.28
2023-11-09 00:00:00,35629.52
2023-11-10 00:00:00,36696.25
2023-11-11 00:00:00,37321.65
2023-11-12 00:00:00,37140.27
2023-11-13 00:00:00,37058.98
2023-11-14 00:00:00,36497.35
2023-11-15 00:00:00,35545.97
2023-11-16 00:00:00,37891.48
2023-11-17 00:00:00,36155.5
2023-11-18 00:00:00,36624.3
2023-11-19 00:00:00,36588.13
2023-11-20 00:00:00,37396.17
2023-11-21 00:00:00,37479.96
2023-11-22 00:00:00,35808.95
2023-11-23 00:00:00,37427.42
2023-11-24 00:00:00,37297.56
2023-11-25 00:00:00,37720.5
2023-11-26 00:00:00,37800.94
2023-11-27 00:00:00,37468.89
2023-11-28 00:00:00,37248.86
2023-11-29 00:00:00,37832.75
2023-11-30 00:00:00,37867.37
2023-12-01 00:00:00,37711.79
2023-12-02 00:00:00,38697.81
2023-12-03 00:00:00,39476.4
2023-12-04 00:00:00,39976.04
2023-12-05 00:00:00,41985.55
2023-12-06 00:00:00,44076.76
2023-12-07 00:00:00,43745.3
2023-12-08 00:00:00,43298.7
2023-12-09 00:00:00,44184.18
2023-12-10 00:00:00,43709.41
2023-12-11 00:00:00,43787.81
2023-12-12 00:00:00,41238.31
2023-12-13 00:00:00,41458.49
2023-12-14 00:00:00,42887.09
2023-12-15 00:00:00,43023.24
2023-12-16 00:00:00,41934.71
2023-12-17 00:00:00,42236.81
2023-12-18 00:00:00,41341.9
2023-12-19 00:00:00,41264.8
2023-12-20 00:00:00,42262.62
2023-12-21 00:00:00,43639.9
2023-12-22 00:00:00,43870.89
2023-12-23 00:00:00,43996.78
2023-12-24 00:00:00,43742.33
2023-12-25 00:00:00,43013.46
2023-12-26 00:00:00,43599.61
2023-12-27 00:00:00,42514.79
2023-12-28 00:00:00,43470.76
2023-12-29 00:00:00,42609.23
2023-12-30 00:00:00,42086.22
2023-12-31 00:00:00,42148.38
2024-01-01 00:00:00,42249.69
2024-01-02 00:00:00,44176.26
2024-01-03 00:00:00,44958.98
2024-01-04 00:00:00,42854.95
2024-01-05 00:00:00,44190.1
2024-01-06 00:00:00,44181.1
2024-01-07 00:00:00,43975.63
2024-01-08 00:00:00,43928.07
2024-01-09 00:00:00,46972.42
2024-01-10 00:00:00,46143.31
2024-01-11 00:00:00,46649.42
2024-01-12 00:00:00,46355.63
2024-01-13 00:00:00,42843.98
2024-01-14 00:00:00,42837.18
2024-01-15 00:00:00,41716.15
2024-01-16 00:00:00,42497.78
2024-01-17 00:00:00,43132.4
2024-01-18 00:00:00,42742.78
2024-01-19 00:00:00,41262.64
2024-01-20 00:00:00,41620.04
2024-01-21 00:00:00,41659.4
